TID,Tweets,Label
5.04E+17,"report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion:",1
5.17E+17,leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.,2
6.56E+17,well done scotland 5p carrier bag charge 1 yr old today - 80cut in usage - 650m less bags -6.7m for good causes.,1
5.39E+17,jjauthor fingersflying  peddoc63 chucknellis  waynebogda what happens to witnesses,1
7.15E+17," letter to trump voters from his top strategist-turned-defector - i don’t know if this is real, but it’s believable.",2
5.02E+17,nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. ,1
6.90E+17,it's official. 2015 was officially the hottest year ever. and 2016 will be even hotter ,3
4.90E+17,update: rebel leader in recorded call: we just shot down a plane (english subtitles) ,1
4.91E+17,who shot down the plane? where are the black boxes? 8 unanswered questions from ,1
5.34E+17,disease spread by bugs that bite your face as you sleep is found in the us,0
5.26E+17, judd nelson didn't die last night. he sent us this photo to debunk the rumor.,1
6.92E+17,a rare white giraffe has been spotted in tanzania... perhaps the only one in the world. ,3
5.52E+17,this dog was abandoned at a scottish railway station with a suitcase full of his belongings,0
7.23E+17,"a new transgender bathroom policy at target is real, and it's fabulous:",2
5.25E+17," this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed.",0
7.07E+17,bernie sanders speaking about institutional racism ,2
5.04E+17,suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary.,2
5.45E+17," the story of a 17-year-old stock whiz with a rumored net worth of 72 million made a splash, but quickly unraveled.",1
5.00E+17,here's the police report. somehow ferguson cops valued a box of swishers at nearly 50. time to stop smokin i guess,2
7.15E+17,donald spunktrumpet's former communications director stephanie cegielski has resigned and written this ,2
5.32E+17,dointoomuch rt dahndahlas: jemelehill a chick-fil-a manager banned slang at his location. ,1
6.93E+17,"after 40-year ban, u.s. starts exporting crude oil ",3
5.09E+17,muslim arrested in texas today with #isis flag on body armor,1
5.53E+17,the #charliehebdo attack suspects have reportedly fired shots while robbing a petrol station,2
5.35E+17,"the world is running out of chocolate, world’s largest chocolate manufacturer warns",1
4.07E+17,"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death",0
5.32E+17,"islamic state leader al-baghdadi wounded in airstrikes, iraqi officials say",2
5.25E+17,"canadian soldier who was shot at ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont.",0
5.31E+17,breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul ,2
3.78E+17,ahhjk_rowling has an encyclopedia in the works for #harrypotterpottermore is now open,1
6.94E+17,bbc reports that broadcaster sir terry wogan has died of cancer aged 77,3
7.63E+17,reaking video : hillary surrogate calls for the assassination of julian assange.,2
6.89E+17,"this is a good day. once again, we’re seeing what’s possible with strong american diplomacy.""",3
5.38E+17,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson:,0
7.53E+17," ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint.",2
7.42E+17,a tweet from realdonaldtrump about the #orlando shooting: ,2
6.91E+17,nyc breaks record for snowiest day in its history URL davidsnowie blizzard2016 ,3
7.16E+17,"bernie sanders has actually won nevada, not hillary clinton! the people have spoken",2
4.99E+17,line of police cars with high beams on greets anyone trying to enter ferguson. it's shut down. no media allowed.,2
7.79E+17,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling…,2
5.38E+17, a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in ferguson:,0
7.15E+17,donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion,2
7.25E+17,people are over here boycotting target over their new transgender bathroom policy and i'm just like,2
5.14E+17,a florida woman had surgery to give herself a third boob:,1
5.25E+17,1 shot at war memorial in canada's capital,0
9.17E+16,"psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles",1
7.68E+17,our quote of the day is from american writer dorothy parker ,3
6.55E+17, thousands of people in china claim they have seen a 'floating city' in the sky,2
5.37E+17,lego letter from the 1970s still offers a powerful message to parents 40 years later ,0
7.68E+17,"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states",3
7.43E+17,considering the orlando shooter was a registered democrat i'd like to just put these back here:,2
6.94E+17,more than a million observations by amateur bird watchers helped collect data for this map,3
5.21E+17,mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave ,1
5.35E+17,raven symone blasts bill cosby rape story ,1
5.35E+17,this russian kid got zapped by a faulty electrical wire and now he's a real-life magneto,2
5.25E+17,we only have one thing to say about that giant goliath birdeater spider:,0
4.07E+17,paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence i think not,0
5.07E+17,tesla reportedly selects nevada to build massive $5 billion battery plant via foxcar report ,0
4.36E+17,"talking angela is a hacker"" ""he's a kidnapper"" ""he watches u through ur camera"" ""he asks about ur personal life""",1
6.92E+17,"federal reserve declines to raise key interest rate, citing slowing economic growth.",3
5.69E+17,horrified at news that macklemore has joined isis macklemorejoinedisis,1
6.92E+17, it's time to make two years of community college free for responsible students ,3
7.66E+17,"us olympic swimmers ""invented"" robbery story to cover up petrol station altercation, rio police sources tell bbc ",3
5.14E+17, iphone 6 plus users are sitting on and bending their enormous new phones,1
6.94E+17,what was your favorite moment from this week's teenwolf watch + let me know,3
5.38E+17,mother’s revenge: afghan woman 'kills 25 taliban militants' after son shot dead ,2
5.22E+17,isis used chemical weapons in kobani . against civilian kurds retweeet to savekobani  twitterkurds kobane,2
6.89E+17," morocco says it has arrested a belgian national linked to men who carried out paris attack, in which 130 people died",3
5.18E+17,atheists are mad at carrieunderwood. i applaud her,1
5.14E+17, portland cops complete delivery after pizza hut driver injured in crash ,0
7.08E+17,meet kenny the tiger. he was born with down syndrome. he's proof you don't have to be perfect to be beautiful,2
6.91E+17,an afternoon with bo and sunny in the snow,3
6.93E+17,joseph pena is 17. joseph pena is in high school. joseph pena can squat 875 pounds. ,3
5.51E+17,"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died:",0
5.25E+17,"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large ottnews",0
5.25E+17,"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - michaelctv, cbcnews ",0
7.65E+17,"hard work, focus, and a dream—that’s the spirit of michaelphelps. tonight, we congratulate him and all of teamusa on making history.",3
5.23E+17,"man walks in south american rainforest at night, sees spider the size of a small puppy ",0
4.36E+17,not good for fancy swiss brand nestle : philly steak & cheese hotpockets linked to massive beef recall food,0
6.94E+17,"boko haram burns kids alive in northeast nigeria, witness says ",3
4.07E+17,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report ",0
5.60E+17,drift into a peaceful slumber w thejeffbridges' new #sleepingtapes album. listen now at om,1
7.64E+17,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated. dncleaks ,2
5.55E+17,mozambique death toll rises to 72 from beer believed to have been poisoned with crocodile bile: URL,1
4.90E+17,ukraine officials say malaysia plane mh17 was shot down by a buk missile system ,1
5.37E+17,"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally",1
5.53E+17,"paris says highest alert level extended north to region where attack suspects spotted - afp, melissabellf24 ",2
5.55E+17,police chief investigating charliehebdo reportedly killed himself while preparing report on terror attack... hmm... ,1
6.94E+17,america’s biggest toy company is changing the most famous body in the world ,3
7.33E+17,"target backlash over transgender bathroom policy hits ""boiling point""?? boycotttarget ",2
5.09E+17,microsoft is reportedly buying 'minecraft' developer mojang for $2 billion ,0
5.23E+17,the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. ,0
5.24E+17,"walmart donates $10,000 to support darren wilson and the on going racist police murders ferguson boycottwalmart ",1
5.32E+17,sugarhill gang rapper big bank hank has died at the age of 57. read about his legacy and contribution to hip hop: ,0
6.93E+17,update - french media: 28-year-old man carrying two guns arrested at eurodisney near paris was carrying box of bullets & copy of the koran,3
7.15E+17,an open letter to trump voters from his top strategist-turned-defector juddapatow andylassner bettemidler,2
4.07E+17,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,0
5.20E+17,the fight against isis starts at our border. ‘at least’ 10 isis have been caught crossing the mexico border. build a wall!,1
7.79E+17,black men have legitimate reason to run from police – massachusetts supreme court ,2
5.29E+17,fanged deer spotted in afghanistan for the first time in 65yrs  rt independent mt thewcs cc ,0
